"","CountryName","Year","scale20","ln_S_GDPpercapitaUS","S_RealGDPgrowth","S_GGbalanceGDP","S_NetGGdebtGDP","S_CurrentaccountbalanceGDP","S_NarrownetextdebtCARs","ISO2"
"1","Argentina",2015,1,9.46709586898336,-0.085427239641018,-4.8602555281935,34.2456537963327,-2.43148502189429,126.746241251453,"AR"
"2","Argentina",2016,5,9.58417086955458,0.124923569208116,-5.27044558511397,45.7339615975723,-3.56365516952304,164.972068280371,"AR"
"3","Argentina",2017,7,9.42652881508576,-0.144867160636177,-7.56361957664544,48.7484778932051,-3.56899352638193,164.404127547286,"AR"
"4","Argentina",2018,6,9.55152410238602,0.134205564981361,-6.98313549750968,52.8773525973798,-5.81110805913472,203.585284944315,"AR"
"5","Argentina",2019,1,9.33949552057425,-0.190151052277221,-6.44357606934668,79.0975450680403,-6.14325035536477,192.097412126821,"AR"
"6","Australia",2015,20,10.9766925828068,-0.0820481722978433,-4.96011012152295,22.5295458557786,-5.29984171265511,298.648314394785,"AU"
"7","Australia",2016,20,10.879086784913,-0.092602361931774,-4.1435172662032,23.7670944602904,-5.87334198656881,299.880681383523,"AU"
"8","Australia",2017,20,10.7518948895653,-0.118775694612248,-4.32447598786801,25.8834892967327,-6.85460452611564,351.698697366163,"AU"
"9","Australia",2018,20,10.830070408872,0.081624026455643,-4.07416643050662,26.1946302573145,-4.38485785816797,303.948971622019,"AU"
"10","Australia",2019,20,10.8893104183046,0.0613661543659518,-3.06275020575311,27.609860011377,-4.9939939507809,289.870439999417,"AU"
"11","Austria",2015,19,10.8237790727079,0.0220215220245966,-3.5699367659763,82.6210784792003,1.42142320139142,122.762627675689,"AT"
"12","Austria",2016,19,10.668386921009,-0.144469267999712,-1.82247527474009,82.9022502107402,0.71062568523999,132.878621380011,"AT"
"13","Austria",2017,19,10.6902968876595,0.0216301591918676,-2.33867914080293,79.4775310553109,1.72533715749966,123.230327324142,"AT"
"14","Austria",2018,19,10.7385197679618,0.0489099102024686,-1.52734262564031,75.8061604581033,0.557447015414506,134.518068063894,"AT"
"15","Austria",2019,19,10.8188298291629,0.0826989517881038,-0.566589793023903,72.7538840154185,1.3596668366759,112.48950797178,"AT"
"16","Belgium",2015,18,10.7883936523731,0.021396122244331,-3.14579996640899,99.0966211296618,0.611267509325649,68.1113123927868,"BE"
"17","Belgium",2016,18,10.6364905405101,-0.141034460832631,-2.49551874698883,97.5553702984982,1.22169126059519,77.8176051401534,"BE"
"18","Belgium",2017,18,10.660637277843,0.0250143367209743,-2.44878981818645,97.0899501910012,0.386777280408965,85.950914162612,"BE"
"19","Belgium",2018,18,10.7119664750558,0.0534798193784379,-0.803416523674433,93.9206832635465,1.05988082842407,86.8828522036091,"BE"
"20","Belgium",2019,18,10.7806250235869,0.0718380110628045,-0.837861084996767,92.4407168102346,-1.17668774318447,81.5630703791301,"BE"
"21","Brazil",2015,10,9.30955642962229,-0.0151146186197695,-8.54076937245658,58.4837881209888,-7.14800081193508,74.3297117720621,"BR"
"22","Brazil",2016,9,8.9883280765217,-0.271029051400079,-12.8639662030604,63.9696105870936,-6.13624634153783,53.5998990924844,"BR"
"23","Brazil",2017,9,8.97436505291289,-0.0101431307410128,-11.7667108047235,66.9142509088626,-4.56783949204286,43.592787397322,"BR"
"24","Brazil",2018,8,9.099851332335,0.136882315838366,-10.644087486257,71.239888577673,-4.03454781057869,38.4622124519424,"BR"
"25","Brazil",2019,8,8.9994701114595,-0.0924872039511699,-10.0536226005626,72.3061345722526,-5.5715077764727,36.5763904164386,"BR"
"26","Bulgaria",2015,10,8.96671529508466,0.0287151877035671,-5.60088012766534,18.162586896438,0.961302166830788,-1.05834376815852,"BG"
"27","Bulgaria",2016,10,8.85575703244407,-0.104543266475469,-1.88627098492622,18.8485836147641,-0.165890440167997,-13.9547154117804,"BG"
"28","Bulgaria",2017,11,8.92119844345912,0.0694512256584571,-0.104844268524864,17.7687784324606,2.87960055544808,-21.6626599912807,"BG"
"29","Bulgaria",2018,11,9.01885556035458,0.104070304302543,0.889280216995153,15.5765828962684,3.16895692614013,-27.2785873544402,"BG"
"30","Bulgaria",2019,12,9.14127896174347,0.131157216594893,1.52892182354319,13.5676715589284,5.01562534594887,-29.5607987761816,"BG"
"31","Canada",2015,20,10.7764042181761,-0.0333113714965304,-1.49100815996592,48.6275002625764,-4.35576600809681,129.749908094279,"CA"
