"X","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95","model","scenario_","year"
44,"Switzerland","CH",20,19.17038,18.3931125953122,19.9476474046878,0.528295218534761,0,0.623979585107096,0.704394671273803,0.692155482064774,1.86304130693009,-0.829619999999998,0.095684366572335,0.704394671273803,-1.60688740468779,0.163860263530013,1.86304130693009,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
45,"Taiwan","TW",17,14.51198,13.7418887932734,15.2820712067266,0.783809906904573,2.85987858509344,0.956281386439138,2.9180703581376,1.03952752950765,2.9365379016924,-2.48802,0.172471479534565,0.0581917730441575,-3.25811120672663,0.255717622603081,0.0766593165989633,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
46,"Turkey","TR",8.4,7.11708166666667,6.34591002865563,7.8882533046777,2.66918306776931,13.8475580536555,3.48300450230285,21.6871733163418,4.0786213484561,27.8220404690064,-1.28291833333333,0.813821434533541,7.83961526268626,-2.05408997134437,1.40943828068679,13.9744824153509,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
47,"United Kingdom","GB",18.4,16.4431183333333,15.6259510885577,17.2602855781089,0.69162251858747,1.8549545232066,0.816479200776715,2.98420402043837,0.867657749943824,3.00242387073379,-1.95688166666667,0.124856682189245,1.12924949723177,-2.77404891144227,0.176035231356354,1.14746934752719,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
48,"United States","US",19,15.0968533333333,13.5577611365712,16.6359455300955,0.640457129391164,1.00324021516269,0.906053796375644,2.96207595012928,1.06295209340453,2.96419832895731,-3.90314666666667,0.26559666698448,1.95883573496658,-5.4422388634288,0.422494964013365,1.96095811379462,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
49,"Vietnam","VN",8.2,5.97423333333333,5.20498132095146,6.74348534571521,2.78245156280456,14.8906409939288,4.39665987560649,31.1997974518511,5.1228604461131,39.1249044820601,-2.22576666666667,1.61420831280193,16.3091564579223,-2.99501867904854,2.34040888330853,24.2342634881313,"MESSAGEix-GLOBIOM 1.1-M-R12","Fragmented World","30"
2,"Australia","AU",20,17.7528933333333,16.9613723503171,18.5444143163496,0.528295218534761,0,0.737529873069095,2.4670692542239,0.786081407929427,2.87245619546755,-2.24710666666667,0.209234654534335,2.4670692542239,-3.03862764968293,0.257786189394667,2.87245619546755,"MESSAGEix-GLOBIOM 1.1-M-R12","Nationally Determined Contributions (NDCs)","30"
3,"Austria","AT",19,17.6179216666667,16.8569456134967,18.3788977198367,0.640457129391164,1.00324021516269,0.746236695668234,2.56025526371374,0.792203571457283,2.90327097918453,-1.38207833333333,0.10577956627707,1.55701504855105,-2.14305438650335,0.151746442066118,1.90003076402184,"MESSAGEix-GLOBIOM 1.1-M-R12","Nationally Determined Contributions (NDCs)","30"
4,"Belgium","BE",18,16.4697433333333,15.4843876007857,17.4550990658809,0.720901920982245,2.2670672729256,0.814904672879842,2.98078192994043,0.877401506373307,2.99362590684206,-1.53025666666667,0.0940027518975969,0.713714657014833,-2.51561239921427,0.156499585391062,0.726558633916454,"MESSAGEix-GLOBIOM 1.1-M-R12","Nationally Determined Contributions (NDCs)","30"
5,"Brazil","BR",8.8,7.30898166666667,6.54757614178409,8.07038719154925,2.45676393977302,11.944320897897,3.34768293171469,20.3342537429262,3.91464502769851,26.1064388603121,-1.49101833333333,0.890918991941675,8.3899328450292,-2.25242385821591,1.45788108792549,14.1621179624151,"MESSAGEix-GLOBIOM 1.1-M-R12","Nationally Determined Contributions (NDCs)","30"
