"","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95"
"2","Australia","AU",20,17.6572366666667,17.0543706721478,18.2601026611855,0.528295218534761,0,0.743724880105404,2.53423319480433,0.780603962610049,2.84105756766044,-2.34276333333333,0.215429661570643,2.53423319480433,-2.94562932785221,0.252308744075289,2.84105756766044
"3","Austria","AT",19,16.9283466666667,16.3198720809831,17.5368212523502,0.640457129391164,1.00324021516269,0.788020130407642,2.88269828920528,0.823813788507695,2.99722731662393,-2.07165333333333,0.147563001016478,1.87945807404259,-2.6801279190169,0.183356659116531,1.99398710146124
"4","Belgium","BE",18,17.36713,16.7435398094411,17.9907201905589,0.720901920982245,2.2670672729256,0.761855152428952,2.70563197267461,0.798836267278288,2.93170703907123,-0.63287,0.0409532314467068,0.438564699749008,-1.25646019055892,0.0779343462960436,0.664639766145626
"5","Brazil","BR",8.8,7.09590166666667,6.47976632042412,7.71203701290921,2.45676393977302,11.944320897897,3.49824678186656,21.8406066186579,3.96911851174704,26.6742884789877,-1.70409833333333,1.04148284209354,9.89628572076089,-2.32023367957588,1.51235457197403,14.7299675810907
"6","Bulgaria","BG",10.8,11.1930666666667,10.5842062269692,11.8019271063642,1.64753048899489,5.6077084980296,1.53183220671158,4.88460184425811,1.71654904227743,6.06864479823896,0.393066666666666,-0.115698282283315,-0.723106653771488,-0.215793773030846,0.0690185532825356,0.460936300209362
"7","Canada","CA",20,16.9813916666667,16.4253198120993,17.537463521234,0.528295218534761,0,0.784904745749382,2.86601894681411,0.817533533889668,2.98636784669748,-3.01860833333333,0.256609527214621,2.86601894681411,-3.57468018790066,0.289238315354908,2.98636784669748
"8","Chile","CL",16.4,15.3391883333333,13.9717678826816,16.7066087839851,0.819036042193129,2.98927803787558,0.88777342766697,2.98269874851351,1.01231100627022,2.9165689962433,-1.06081166666667,0.0687373854738411,-0.00657928936206531,-2.42823211731839,0.193274964077087,-0.0727090416322795
"9","China","CN",16.4,10.4605066666667,9.69835011841014,11.2226632149232,0.819036042193129,2.98927803787558,1.75794327743542,6.3544885361219,2.04417795258084,8.49182374101893,-5.93949333333333,0.938907235242288,3.36521049824632,-6.70164988158986,1.22514191038771,5.50254570314335
"10","Croatia","HR",9.6,8.17887,7.36175712684591,8.99598287315409,2.08522074183164,8.81797674987291,2.79470009412795,15.0045154739589,3.3113372406894,19.9738124616073,-1.42113,0.709479352296307,6.18653872408598,-2.23824287315409,1.22611649885775,11.1558357117344
"11","Czech Republic","CZ",17,15.7961666666667,14.9212251474658,16.6711081858675,0.783809906904573,2.85987858509344,0.856366240727974,3.00964592240766,0.92015793100073,2.94685195126594,-1.20383333333333,0.0725563338234009,0.149767337314216,-2.07877485253418,0.136348024096157,0.0869733661725007
"12","Denmark","DK",20,19.1595433333333,18.5548821650331,19.7642045016335,0.528295218534761,0,0.6250563713975,0.724203156691487,0.679337858563905,1.66339850189109,-0.840456666666668,0.0967611528627399,0.724203156691487,-1.44511783496687,0.151042640029145,1.66339850189109
"13","Egypt","EG",5.4,5.35718333333333,4.78894069799091,5.92542596867576,4.92983395861495,36.992483158093,4.971684531965,37.4533319718492,5.55561770156297,43.9654847413192,-0.0428166666666669,0.0418505733500476,0.460848813756151,-0.611059302009092,0.625783742948013,6.97300158322614
"14","Estonia","EE",17,15.3919183333333,14.7868176686819,15.9970189979847,0.783809906904573,2.85987858509344,0.883959849192532,2.98684608943938,0.93149195308584,2.93592675272592,-1.60808166666667,0.10014994228796,0.126967504345942,-2.21318233131808,0.147682046181267,0.0760481676324787
"15","Finland","FI",19,18.4835366666667,17.8067019552328,19.1603713781005,0.640457129391164,1.00324021516269,0.685069230696242,1.75396623922276,0.733989434539453,2.42683173337227,-0.516463333333334,0.0446121013050776,0.750726024060071,-1.19329804476722,0.0935323051482889,1.42359151820958
"16","France","FR",18,16.9669333333333,16.2388160069279,17.6950506597388,0.720901920982245,2.2670672729256,0.785754671466758,2.87068549007208,0.828687981858325,3.00341326060791,-1.03306666666667,0.0648527504845134,0.603618217146476,-1.76118399307214,0.107786060876081,0.736345987682313
