"Model","Scenario","Region","Variable","Unit","X1990","X1995","X2000","X2005","X2007","X2008","X2010","X2011","X2012","X2013","X2014","X2015","X2018","X2020","X2021","X2022","X2023","X2024","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100","X2110","X2130","X2150","Category","Policy_category"
"GCAM 5.3","R_MAC_85_n0","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1261.44915298618,NA,NA,1335.04655990769,NA,NA,NA,NA,1491.45430355816,NA,1635.38584835473,NA,NA,NA,NA,1780.56927743686,1956.57713196104,2151.15049583736,2360.07026496066,2572.97213724332,2782.43213537272,2993.75681293475,3224.25851436621,3480.96418384874,3757.95998217704,4043.00045169793,4334.08982351186,4623.78329324575,4913.62658544692,5206.79906941693,5503.39728050854,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6426.08940007483,NA,NA,10821.7582229982,NA,NA,NA,NA,15668.5847555251,NA,21352.907867141,NA,NA,NA,NA,27994.0692926412,34443.251173788,39873.3726549285,44677.7922478054,48899.5005563748,52196.9153055523,54549.3759212849,56482.7919782895,58011.2434371451,59185.9639995215,59929.0975017097,60462.1149848186,60690.763547796,60762.069154024,60752.3459165918,60709.6894518066,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","COL","GDP|PPP","billion US$2010/yr",NA,NA,NA,346.138553519634,NA,NA,432.064722061381,NA,NA,NA,NA,540.614913282371,NA,616.212766646176,NA,NA,NA,NA,734.446767909819,861.728006481809,1004.83933973454,1166.85103898425,1345.05893998842,1539.50748627007,1750.55134694464,1977.4496493339,2220.62999114524,2477.7108402844,2744.72497545606,3021.44617177142,3303.61429418965,3588.25872606913,3873.90350671636,4157.94235138742,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14799.9416841238,NA,NA,15547.4441909532,NA,NA,NA,NA,16490.37233306,NA,18213.2820405445,NA,NA,NA,NA,19739.3052885925,21378.1960243619,23131.3090369865,25038.575207233,27011.1590365422,29008.1502696342,31081.7106529039,33345.2804748541,35749.5897601388,38204.4719506128,40640.932911173,43095.6347672049,45571.183495877,48082.0449178288,50640.5659190784,53218.1068226861,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,802.918510323934,NA,NA,1061.41109514794,NA,NA,NA,NA,1388.98276000076,NA,1784.22043673923,NA,NA,NA,NA,2311.288671593,2976.35163443511,3697.89879684471,4495.43208809376,5333.5531729373,6192.36212343695,7074.95364134754,7970.30406774848,8861.71962512786,9728.26490715513,10580.3253316052,11422.4116306964,12253.2598240432,13069.4521908854,13869.4549981792,14649.7255155055,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,2643.84609073936,NA,NA,3941.61054779442,NA,NA,NA,NA,5478.02918276254,NA,7837.53008332836,NA,NA,NA,NA,11135.5732644336,14455.8819221809,18234.3681693303,22559.3161561786,27369.4095608267,32609.9100738734,38287.2539623515,44380.2805835582,50806.9687967526,57438.8078713618,64164.9024002482,70908.819399895,77606.3927921068,84247.6838104288,90786.0849297585,97093.5956158809,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,4299.18812962541,NA,NA,4320.22041465941,NA,NA,NA,NA,4544.90752736142,NA,4765.86193712938,NA,NA,NA,NA,4916.05966531549,5146.43560853819,5318.16782403337,5454.20867093379,5602.36569190855,5745.75453951553,5906.35088272423,6082.24371810876,6254.19048851128,6420.56689832068,6575.66258097079,6723.75900699477,6873.84295407431,7028.57497151822,7185.44565434716,7339.75360961024,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1239.73282898108,NA,NA,1516.57566072013,NA,NA,NA,NA,1758.03128389819,NA,2019.52218149929,NA,NA,NA,NA,2330.19130841884,2641.71655848217,2919.61511531272,3162.5208025095,3375.85162665036,3555.42785223317,3716.57198240722,3833.18328868026,3925.38999664122,4017.89675215898,4090.8989383337,4160.66855950093,4221.74114956838,4271.33609609193,4309.96951318819,4340.68700725586,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1471.93192378968,NA,NA,1584.39519680259,NA,NA,NA,NA,1832.45829040462,NA,2033.96546772355,NA,NA,NA,NA,2322.69375507467,2690.347929019,3084.82017286469,3503.07343972546,3956.31545009996,4453.56530650592,4989.62810678031,5552.97267681165,6157.86391191365,6795.20169578839,7469.50142704002,8177.14091602191,8913.42778315514,9682.38523302397,10486.0203158334,11319.1861525827,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","PAK","GDP|PPP","billion US$2010/yr",NA,NA,NA,372.576703584768,NA,NA,440.680625006537,NA,NA,NA,NA,536.374920965461,NA,657.940705651252,NA,NA,NA,NA,762.461507488866,968.677303675856,1231.35457146533,1566.52583536131,1981.43432087754,2481.63539712859,3076.23446393495,3777.00904493618,4597.48960986252,5547.12427690916,6611.48581987102,7776.68871560735,9034.01845427119,10382.9094827359,11824.8508261503,13345.4338912602,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2078.85904558089,NA,NA,2474.05551191663,NA,NA,NA,NA,2690.20161160876,NA,2900.77087282514,NA,NA,NA,NA,3189.8921787572,3689.05073821533,4166.16291908205,4597.31050996695,4948.27063990469,5233.3845138576,5528.71470121146,5914.37566004254,6321.95299838283,6720.88211432335,7076.82901816212,7396.70314295805,7704.66402984282,8016.9297904366,8330.92442140236,8620.56140002183,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","TWN","GDP|PPP","billion US$2010/yr",NA,NA,NA,698.694154863046,NA,NA,861.995130271664,NA,NA,NA,NA,978.621443167056,NA,1104.46700352222,NA,NA,NA,NA,1234.98342999765,1345.70224044036,1450.20394238507,1545.49961003462,1619.03361244185,1665.7886966259,1690.92495551016,1714.73280292901,1795.78732830972,1876.2954909103,1948.88317869836,2010.95070472013,2056.50236238848,2088.47351252213,2107.967593677,2117.25933193766,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,14138.291153168,NA,NA,14673.0842272008,NA,NA,NA,NA,16334.7979311984,NA,18165.8914197265,NA,NA,NA,NA,19810.0967886611,21758.6162801727,23544.7928083141,25235.9271974252,26833.5432162558,28305.2626958732,29784.2941252862,31338.088228916,32962.5183464527,34523.2160193487,36005.2685561426,37496.4981655648,38916.6132598546,40277.3894454514,41593.9866259959,42858.3872087637,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n0","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,482.684878882046,NA,NA,562.24416762003,NA,NA,NA,NA,627.467749948237,NA,661.419741958832,NA,NA,NA,NA,736.624012024592,874.465017476174,1018.19508961716,1169.40863948327,1324.6410660477,1482.33892035837,1646.50450869191,1820.46967866869,1998.43548970925,2176.49638220574,2354.39297284158,2528.97975063265,2698.65019158634,2863.21017720914,3020.64896502569,3168.47362027756,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_85_n8","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,576.591189564234,NA,NA,732.156800451091,NA,NA,NA,NA,787.77230305491,NA,779.31919160643,NA,NA,NA,NA,921.615969884976,1074.23572553463,1233.43961972506,1393.19632244125,1551.22973161892,1713.58055673419,1880.97628949089,2051.40858010551,2223.85418264089,2395.15977393772,2562.05032871354,2727.24551671491,2892.27976466041,3058.33787793857,3223.59737377724,3386.00198807212,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1924.37996569278,NA,NA,2394.93791968316,NA,NA,NA,NA,2534.93043050085,NA,2620.61384165985,NA,NA,NA,NA,2948.93552103515,3366.09133557177,3766.66552640278,4178.89667141327,4594.27315262496,5003.83596707575,5422.31889733449,5847.96004997097,6263.46601076696,6675.99997651622,7101.86773650232,7520.86392902064,7933.48528244221,8346.21241576279,8766.23066469389,9193.40336793757,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1261.44915298618,NA,NA,1335.04655990769,NA,NA,NA,NA,1491.45430355816,NA,1635.38584835473,NA,NA,NA,NA,1780.56927743686,1956.57713196104,2151.15049583736,2360.07026496066,2572.97213724332,2782.43213537272,2993.75681293475,3224.25851436621,3480.96418384874,3757.95998217704,4043.00045169793,4334.08982351186,4623.78329324575,4913.62658544692,5206.79906941693,5503.39728050854,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6426.08940007483,NA,NA,10821.7582229982,NA,NA,NA,NA,15668.5847555251,NA,21352.907867141,NA,NA,NA,NA,27994.0692926412,34443.251173788,39873.3726549285,44677.7922478054,48899.5005563748,52196.9153055523,54549.3759212849,56482.7919782895,58011.2434371451,59185.9639995215,59929.0975017097,60462.1149848186,60690.763547796,60762.069154024,60752.3459165918,60709.6894518066,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","COL","GDP|PPP","billion US$2010/yr",NA,NA,NA,346.138553519634,NA,NA,432.064722061381,NA,NA,NA,NA,540.614913282371,NA,616.212766646176,NA,NA,NA,NA,734.446767909819,861.728006481809,1004.83933973454,1166.85103898425,1345.05893998842,1539.50748627007,1750.55134694464,1977.4496493339,2220.62999114524,2477.7108402844,2744.72497545606,3021.44617177142,3303.61429418965,3588.25872606913,3873.90350671636,4157.94235138742,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14799.9416841238,NA,NA,15547.4441909532,NA,NA,NA,NA,16490.37233306,NA,18213.2820405445,NA,NA,NA,NA,19739.3052885925,21378.1960243619,23131.3090369865,25038.575207233,27011.1590365422,29008.1502696342,31081.7106529039,33345.2804748541,35749.5897601388,38204.4719506128,40640.932911173,43095.6347672049,45571.183495877,48082.0449178288,50640.5659190784,53218.1068226861,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,802.918510323934,NA,NA,1061.41109514794,NA,NA,NA,NA,1388.98276000076,NA,1784.22043673923,NA,NA,NA,NA,2311.288671593,2976.35163443511,3697.89879684471,4495.43208809376,5333.5531729373,6192.36212343695,7074.95364134754,7970.30406774848,8861.71962512786,9728.26490715513,10580.3253316052,11422.4116306964,12253.2598240432,13069.4521908854,13869.4549981792,14649.7255155055,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,2643.84609073936,NA,NA,3941.61054779442,NA,NA,NA,NA,5478.02918276254,NA,7837.53008332836,NA,NA,NA,NA,11135.5732644336,14455.8819221809,18234.3681693303,22559.3161561786,27369.4095608267,32609.9100738734,38287.2539623515,44380.2805835582,50806.9687967526,57438.8078713618,64164.9024002482,70908.819399895,77606.3927921068,84247.6838104288,90786.0849297585,97093.5956158809,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,4299.18812962541,NA,NA,4320.22041465941,NA,NA,NA,NA,4544.90752736142,NA,4765.86193712938,NA,NA,NA,NA,4916.05966531549,5146.43560853819,5318.16782403337,5454.20867093379,5602.36569190855,5745.75453951553,5906.35088272423,6082.24371810876,6254.19048851128,6420.56689832068,6575.66258097079,6723.75900699477,6873.84295407431,7028.57497151822,7185.44565434716,7339.75360961024,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1239.73282898108,NA,NA,1516.57566072013,NA,NA,NA,NA,1758.03128389819,NA,2019.52218149929,NA,NA,NA,NA,2330.19130841884,2641.71655848217,2919.61511531272,3162.5208025095,3375.85162665036,3555.42785223317,3716.57198240722,3833.18328868026,3925.38999664122,4017.89675215898,4090.8989383337,4160.66855950093,4221.74114956838,4271.33609609193,4309.96951318819,4340.68700725586,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1471.93192378968,NA,NA,1584.39519680259,NA,NA,NA,NA,1832.45829040462,NA,2033.96546772355,NA,NA,NA,NA,2322.69375507467,2690.347929019,3084.82017286469,3503.07343972546,3956.31545009996,4453.56530650592,4989.62810678031,5552.97267681165,6157.86391191365,6795.20169578839,7469.50142704002,8177.14091602191,8913.42778315514,9682.38523302397,10486.0203158334,11319.1861525827,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","PAK","GDP|PPP","billion US$2010/yr",NA,NA,NA,372.576703584768,NA,NA,440.680625006537,NA,NA,NA,NA,536.374920965461,NA,657.940705651252,NA,NA,NA,NA,762.461507488866,968.677303675856,1231.35457146533,1566.52583536131,1981.43432087754,2481.63539712859,3076.23446393495,3777.00904493618,4597.48960986252,5547.12427690916,6611.48581987102,7776.68871560735,9034.01845427119,10382.9094827359,11824.8508261503,13345.4338912602,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2078.85904558089,NA,NA,2474.05551191663,NA,NA,NA,NA,2690.20161160876,NA,2900.77087282514,NA,NA,NA,NA,3189.8921787572,3689.05073821533,4166.16291908205,4597.31050996695,4948.27063990469,5233.3845138576,5528.71470121146,5914.37566004254,6321.95299838283,6720.88211432335,7076.82901816212,7396.70314295805,7704.66402984282,8016.9297904366,8330.92442140236,8620.56140002183,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","TWN","GDP|PPP","billion US$2010/yr",NA,NA,NA,698.694154863046,NA,NA,861.995130271664,NA,NA,NA,NA,978.621443167056,NA,1104.46700352222,NA,NA,NA,NA,1234.98342999765,1345.70224044036,1450.20394238507,1545.49961003462,1619.03361244185,1665.7886966259,1690.92495551016,1714.73280292901,1795.78732830972,1876.2954909103,1948.88317869836,2010.95070472013,2056.50236238848,2088.47351252213,2107.967593677,2117.25933193766,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,14138.291153168,NA,NA,14673.0842272008,NA,NA,NA,NA,16334.7979311984,NA,18165.8914197265,NA,NA,NA,NA,19810.0967886611,21758.6162801727,23544.7928083141,25235.9271974252,26833.5432162558,28305.2626958732,29784.2941252862,31338.088228916,32962.5183464527,34523.2160193487,36005.2685561426,37496.4981655648,38916.6132598546,40277.3894454514,41593.9866259959,42858.3872087637,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_85_n8","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,482.684878882046,NA,NA,562.24416762003,NA,NA,NA,NA,627.467749948237,NA,661.419741958832,NA,NA,NA,NA,736.624012024592,874.465017476174,1018.19508961716,1169.40863948327,1324.6410660477,1482.33892035837,1646.50450869191,1820.46967866869,1998.43548970925,2176.49638220574,2354.39297284158,2528.97975063265,2698.65019158634,2863.21017720914,3020.64896502569,3168.47362027756,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n0","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,576.591189564234,NA,NA,732.156800451091,NA,NA,NA,NA,787.77230305491,NA,779.31919160643,NA,NA,NA,NA,921.615969884976,1074.23572553463,1233.43961972506,1393.19632244125,1551.22973161892,1713.58055673419,1880.97628949089,2051.40858010551,2223.85418264089,2395.15977393772,2562.05032871354,2727.24551671491,2892.27976466041,3058.33787793857,3223.59737377724,3386.00198807212,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1924.37996569278,NA,NA,2394.93791968316,NA,NA,NA,NA,2534.93043050085,NA,2620.61384165985,NA,NA,NA,NA,2948.93552103515,3366.09133557177,3766.66552640278,4178.89667141327,4594.27315262496,5003.83596707575,5422.31889733449,5847.96004997097,6263.46601076696,6675.99997651622,7101.86773650232,7520.86392902064,7933.48528244221,8346.21241576279,8766.23066469389,9193.40336793757,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1261.44915298618,NA,NA,1335.04655990769,NA,NA,NA,NA,1491.45430355816,NA,1635.38584835473,NA,NA,NA,NA,1780.56927743686,1956.57713196104,2151.15049583736,2360.07026496066,2572.97213724332,2782.43213537272,2993.75681293475,3224.25851436621,3480.96418384874,3757.95998217704,4043.00045169793,4334.08982351186,4623.78329324575,4913.62658544692,5206.79906941693,5503.39728050854,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6426.08940007483,NA,NA,10821.7582229982,NA,NA,NA,NA,15668.5847555251,NA,21352.907867141,NA,NA,NA,NA,27994.0692926412,34443.251173788,39873.3726549285,44677.7922478054,48899.5005563748,52196.9153055523,54549.3759212849,56482.7919782895,58011.2434371451,59185.9639995215,59929.0975017097,60462.1149848186,60690.763547796,60762.069154024,60752.3459165918,60709.6894518066,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","COL","GDP|PPP","billion US$2010/yr",NA,NA,NA,346.138553519634,NA,NA,432.064722061381,NA,NA,NA,NA,540.614913282371,NA,616.212766646176,NA,NA,NA,NA,734.446767909819,861.728006481809,1004.83933973454,1166.85103898425,1345.05893998842,1539.50748627007,1750.55134694464,1977.4496493339,2220.62999114524,2477.7108402844,2744.72497545606,3021.44617177142,3303.61429418965,3588.25872606913,3873.90350671636,4157.94235138742,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14799.9416841238,NA,NA,15547.4441909532,NA,NA,NA,NA,16490.37233306,NA,18213.2820405445,NA,NA,NA,NA,19739.3052885925,21378.1960243619,23131.3090369865,25038.575207233,27011.1590365422,29008.1502696342,31081.7106529039,33345.2804748541,35749.5897601388,38204.4719506128,40640.932911173,43095.6347672049,45571.183495877,48082.0449178288,50640.5659190784,53218.1068226861,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,802.918510323934,NA,NA,1061.41109514794,NA,NA,NA,NA,1388.98276000076,NA,1784.22043673923,NA,NA,NA,NA,2311.288671593,2976.35163443511,3697.89879684471,4495.43208809376,5333.5531729373,6192.36212343695,7074.95364134754,7970.30406774848,8861.71962512786,9728.26490715513,10580.3253316052,11422.4116306964,12253.2598240432,13069.4521908854,13869.4549981792,14649.7255155055,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,2643.84609073936,NA,NA,3941.61054779442,NA,NA,NA,NA,5478.02918276254,NA,7837.53008332836,NA,NA,NA,NA,11135.5732644336,14455.8819221809,18234.3681693303,22559.3161561786,27369.4095608267,32609.9100738734,38287.2539623515,44380.2805835582,50806.9687967526,57438.8078713618,64164.9024002482,70908.819399895,77606.3927921068,84247.6838104288,90786.0849297585,97093.5956158809,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,4299.18812962541,NA,NA,4320.22041465941,NA,NA,NA,NA,4544.90752736142,NA,4765.86193712938,NA,NA,NA,NA,4916.05966531549,5146.43560853819,5318.16782403337,5454.20867093379,5602.36569190855,5745.75453951553,5906.35088272423,6082.24371810876,6254.19048851128,6420.56689832068,6575.66258097079,6723.75900699477,6873.84295407431,7028.57497151822,7185.44565434716,7339.75360961024,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1239.73282898108,NA,NA,1516.57566072013,NA,NA,NA,NA,1758.03128389819,NA,2019.52218149929,NA,NA,NA,NA,2330.19130841884,2641.71655848217,2919.61511531272,3162.5208025095,3375.85162665036,3555.42785223317,3716.57198240722,3833.18328868026,3925.38999664122,4017.89675215898,4090.8989383337,4160.66855950093,4221.74114956838,4271.33609609193,4309.96951318819,4340.68700725586,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1471.93192378968,NA,NA,1584.39519680259,NA,NA,NA,NA,1832.45829040462,NA,2033.96546772355,NA,NA,NA,NA,2322.69375507467,2690.347929019,3084.82017286469,3503.07343972546,3956.31545009996,4453.56530650592,4989.62810678031,5552.97267681165,6157.86391191365,6795.20169578839,7469.50142704002,8177.14091602191,8913.42778315514,9682.38523302397,10486.0203158334,11319.1861525827,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","PAK","GDP|PPP","billion US$2010/yr",NA,NA,NA,372.576703584768,NA,NA,440.680625006537,NA,NA,NA,NA,536.374920965461,NA,657.940705651252,NA,NA,NA,NA,762.461507488866,968.677303675856,1231.35457146533,1566.52583536131,1981.43432087754,2481.63539712859,3076.23446393495,3777.00904493618,4597.48960986252,5547.12427690916,6611.48581987102,7776.68871560735,9034.01845427119,10382.9094827359,11824.8508261503,13345.4338912602,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2078.85904558089,NA,NA,2474.05551191663,NA,NA,NA,NA,2690.20161160876,NA,2900.77087282514,NA,NA,NA,NA,3189.8921787572,3689.05073821533,4166.16291908205,4597.31050996695,4948.27063990469,5233.3845138576,5528.71470121146,5914.37566004254,6321.95299838283,6720.88211432335,7076.82901816212,7396.70314295805,7704.66402984282,8016.9297904366,8330.92442140236,8620.56140002183,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","TWN","GDP|PPP","billion US$2010/yr",NA,NA,NA,698.694154863046,NA,NA,861.995130271664,NA,NA,NA,NA,978.621443167056,NA,1104.46700352222,NA,NA,NA,NA,1234.98342999765,1345.70224044036,1450.20394238507,1545.49961003462,1619.03361244185,1665.7886966259,1690.92495551016,1714.73280292901,1795.78732830972,1876.2954909103,1948.88317869836,2010.95070472013,2056.50236238848,2088.47351252213,2107.967593677,2117.25933193766,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,14138.291153168,NA,NA,14673.0842272008,NA,NA,NA,NA,16334.7979311984,NA,18165.8914197265,NA,NA,NA,NA,19810.0967886611,21758.6162801727,23544.7928083141,25235.9271974252,26833.5432162558,28305.2626958732,29784.2941252862,31338.088228916,32962.5183464527,34523.2160193487,36005.2685561426,37496.4981655648,38916.6132598546,40277.3894454514,41593.9866259959,42858.3872087637,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n0","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,482.684878882046,NA,NA,562.24416762003,NA,NA,NA,NA,627.467749948237,NA,661.419741958832,NA,NA,NA,NA,736.624012024592,874.465017476174,1018.19508961716,1169.40863948327,1324.6410660477,1482.33892035837,1646.50450869191,1820.46967866869,1998.43548970925,2176.49638220574,2354.39297284158,2528.97975063265,2698.65019158634,2863.21017720914,3020.64896502569,3168.47362027756,NA,NA,NA,"C5","P2a"
"GCAM 5.3","R_MAC_90_n8","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,576.591189564234,NA,NA,732.156800451091,NA,NA,NA,NA,787.77230305491,NA,779.31919160643,NA,NA,NA,NA,921.615969884976,1074.23572553463,1233.43961972506,1393.19632244125,1551.22973161892,1713.58055673419,1880.97628949089,2051.40858010551,2223.85418264089,2395.15977393772,2562.05032871354,2727.24551671491,2892.27976466041,3058.33787793857,3223.59737377724,3386.00198807212,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1924.37996569278,NA,NA,2394.93791968316,NA,NA,NA,NA,2534.93043050085,NA,2620.61384165985,NA,NA,NA,NA,2948.93552103515,3366.09133557177,3766.66552640278,4178.89667141327,4594.27315262496,5003.83596707575,5422.31889733449,5847.96004997097,6263.46601076696,6675.99997651622,7101.86773650232,7520.86392902064,7933.48528244221,8346.21241576279,8766.23066469389,9193.40336793757,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1261.44915298618,NA,NA,1335.04655990769,NA,NA,NA,NA,1491.45430355816,NA,1635.38584835473,NA,NA,NA,NA,1780.56927743686,1956.57713196104,2151.15049583736,2360.07026496066,2572.97213724332,2782.43213537272,2993.75681293475,3224.25851436621,3480.96418384874,3757.95998217704,4043.00045169793,4334.08982351186,4623.78329324575,4913.62658544692,5206.79906941693,5503.39728050854,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6426.08940007483,NA,NA,10821.7582229982,NA,NA,NA,NA,15668.5847555251,NA,21352.907867141,NA,NA,NA,NA,27994.0692926412,34443.251173788,39873.3726549285,44677.7922478054,48899.5005563748,52196.9153055523,54549.3759212849,56482.7919782895,58011.2434371451,59185.9639995215,59929.0975017097,60462.1149848186,60690.763547796,60762.069154024,60752.3459165918,60709.6894518066,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","COL","GDP|PPP","billion US$2010/yr",NA,NA,NA,346.138553519634,NA,NA,432.064722061381,NA,NA,NA,NA,540.614913282371,NA,616.212766646176,NA,NA,NA,NA,734.446767909819,861.728006481809,1004.83933973454,1166.85103898425,1345.05893998842,1539.50748627007,1750.55134694464,1977.4496493339,2220.62999114524,2477.7108402844,2744.72497545606,3021.44617177142,3303.61429418965,3588.25872606913,3873.90350671636,4157.94235138742,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14799.9416841238,NA,NA,15547.4441909532,NA,NA,NA,NA,16490.37233306,NA,18213.2820405445,NA,NA,NA,NA,19739.3052885925,21378.1960243619,23131.3090369865,25038.575207233,27011.1590365422,29008.1502696342,31081.7106529039,33345.2804748541,35749.5897601388,38204.4719506128,40640.932911173,43095.6347672049,45571.183495877,48082.0449178288,50640.5659190784,53218.1068226861,NA,NA,NA,"C4","P2a"
"GCAM 5.3","R_MAC_90_n8","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,802.918510323934,NA,NA,1061.41109514794,NA,NA,NA,NA,1388.98276000076,NA,1784.22043673923,NA,NA,NA,NA,2311.288671593,2976.35163443511,3697.89879684471,4495.43208809376,5333.5531729373,6192.36212343695,7074.95364134754,7970.30406774848,8861.71962512786,9728.26490715513,10580.3253316052,11422.4116306964,12253.2598240432,13069.4521908854,13869.4549981792,14649.7255155055,NA,NA,NA,"C4","P2a"
